"id","observed.on.string","observed.on","time.observed.at","time.zone","user.id","user.login","user.name","created.at","updated.at","quality.grade","license","url","image.url","sound.url","tag.list","captive.cultivated","place.guess","latitude","longitude","positional.accuracy","private.place.guess","private.latitude","private.longitude","public.positional.accuracy","geoprivacy","taxon.geoprivacy","coordinates.obscured","positioning.method","positioning.device","species.guess","scientific.name","common.name","iconic.taxon.name","taxon.id","taxon.family.name","taxon.genus.name","taxon.species.name","listing.status"
135117741,"2022-09-15 10:31:17","2022-09-15","2022-09-15 14:31:17 UTC","Eastern Time (US & Canada)",643310,"wilali87","","2022-09-15 14:31:39 UTC","2022-09-19 19:45:01 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/135117741","https://inaturalist-open-data.s3.amazonaws.com/photos/230510971/medium.jpeg","","","false","Bar Harbor, ME 04609, USA",44.32080311,-68.18869993,6,NA,NA,NA,6,"","","false","","","Vresros","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
135231205,"2022-09-15 12:46:15","2022-09-15","2022-09-15 16:46:15 UTC","Eastern Time (US & Canada)",865830,"roger52","Roger Hedge","2022-09-16 11:42:22 UTC","2022-09-17 14:01:01 UTC","research","","https://www.inaturalist.org/observations/135231205","https://static.inaturalist.org/photos/230621383/medium.jpeg","","","false","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.22936962,-68.31255653,6,NA,NA,NA,6,"","","false","","","růže svraskalá","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
135231215,"2022-09-15 12:46:49","2022-09-15","2022-09-15 16:46:49 UTC","Eastern Time (US & Canada)",865830,"roger52","Roger Hedge","2022-09-16 11:42:33 UTC","2022-09-17 14:01:03 UTC","research","","https://www.inaturalist.org/observations/135231215","https://static.inaturalist.org/photos/230621409/medium.jpeg","","","false","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.22931737,-68.31259389,5,NA,NA,NA,5,"","","false","","","růže svraskalá","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
135417351,"2022-09-03 12:40:20-04:00","2022-09-03","2022-09-03 16:40:20 UTC","Eastern Time (US & Canada)",2936416,"khristennoel","","2022-09-17 19:24:35 UTC","2022-09-18 18:31:59 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/135417351","https://inaturalist-open-data.s3.amazonaws.com/photos/230958483/medium.jpg","","","false","Acadia National Park, Birch Harbor, ME, US",44.3329263619,-68.0604375154,14,NA,NA,NA,14,"","","false","","","bittersweet nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
135727625,"Sat Sep 17 2022 18:17:00 GMT-0400 (EDT)","2022-09-17","2022-09-17 22:17:00 UTC","Eastern Time (US & Canada)",6167230,"suemac66","","2022-09-19 23:51:37 UTC","2022-09-20 04:36:11 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/135727625","https://inaturalist-open-data.s3.amazonaws.com/photos/231537925/medium.jpg","","","false","Acadia National Park, Southwest Harbor, ME, US",44.2284466667,-68.310945,4,NA,NA,NA,4,"","","false","","","růže svraskalá","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
136585083,"2022-09-26 12:26:45-04:00","2022-09-26","2022-09-26 16:26:45 UTC","Eastern Time (US & Canada)",3083380,"jnaffy","","2022-09-26 16:27:23 UTC","2022-09-27 06:25:09 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/136585083","https://inaturalist-open-data.s3.amazonaws.com/photos/233251552/medium.jpg","","","false","Acadia National Park, Mount Desert, ME, US",44.2974883333,-68.215155,8,NA,NA,NA,8,"","","false","","","bittersweet nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
136856745,"2022-09-26 11:05:01","2022-09-26","2022-09-26 15:05:01 UTC","Eastern Time (US & Canada)",42300,"craigmartin","Craig Martin","2022-09-28 22:31:12 UTC","2022-09-29 07:54:03 UTC","research","CC0","https://www.inaturalist.org/observations/136856745","https://inaturalist-open-data.s3.amazonaws.com/photos/233636246/medium.jpeg","","","false","Southwest Harbor, ME 04679, USA",44.2281929722,-68.311081,NA,NA,NA,NA,NA,"","","false","gps","gps","růže svraskalá","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
137058133,"2022/09/29 2:28 PM","2022-09-29","2022-09-29 18:28:00 UTC","Eastern Time (US & Canada)",1815672,"schizoform","stephen","2022-09-30 18:57:21 UTC","2022-10-01 12:49:49 UTC","research","CC-BY","https://www.inaturalist.org/observations/137058133","https://inaturalist-open-data.s3.amazonaws.com/photos/234009202/medium.jpeg","","","false","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.2421791667,-68.2997241667,NA,NA,NA,NA,NA,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
137136860,"2022-09-28 14:35:26","2022-09-28","2022-09-28 18:35:26 UTC","Eastern Time (US & Canada)",42300,"craigmartin","Craig Martin","2022-10-01 12:40:35 UTC","2022-10-01 14:39:23 UTC","research","CC0","https://www.inaturalist.org/observations/137136860","https://inaturalist-open-data.s3.amazonaws.com/photos/234159261/medium.jpeg","","","false","Mt Desert, ME 04660, USA",44.307808,-68.2027729722,NA,NA,NA,NA,NA,"","","false","gps","gps","Breitblättrige Stendelwurz","Epipactis helleborine","Broad-leaved helleborine","Plantae",50717,"Orchidaceae","Epipactis","Epipactis helleborine","invasive/pest/disease"
137137056,"2022-09-28 10:40:53","2022-09-28","2022-09-28 14:40:53 UTC","Eastern Time (US & Canada)",42300,"craigmartin","Craig Martin","2022-10-01 12:42:26 UTC","2022-10-17 13:57:10 UTC","research","CC0","https://www.inaturalist.org/observations/137137056","https://inaturalist-open-data.s3.amazonaws.com/photos/234159501/medium.jpeg","","","false","Bar Harbor, ME 04609, USA",44.3479489722,-68.251271,NA,NA,NA,NA,NA,"","","false","gps","gps","colt's-foot","Tussilago farfara","colt's-foot","Plantae",56222,"Asteraceae","Tussilago","Tussilago farfara","invasive/pest/disease"
137187379,"2022-10-01 15:36:40-04:00","2022-10-01","2022-10-01 19:36:40 UTC","Eastern Time (US & Canada)",6164323,"sanshel","","2022-10-01 19:39:23 UTC","2022-10-03 06:12:05 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/137187379","https://inaturalist-open-data.s3.amazonaws.com/photos/234250827/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.3599690218,-68.1880980079,11,NA,NA,NA,11,"","","false","","","růže svraskalá","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
137465369,"2022/10/02 10:21 AM","2022-10-02","2022-10-02 14:21:00 UTC","Eastern Time (US & Canada)",167833,"agave6_tomwalker","Tom Walker","2022-10-03 22:19:17 UTC","2022-10-04 04:19:15 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/137465369","https://inaturalist-open-data.s3.amazonaws.com/photos/234783145/medium.jpeg","","","false","Bar Harbor, ME, USA",44.3290695668,-68.1802718744,2,NA,NA,NA,2,"","","false","","","bittersweet nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
137578198,"2022-10-04 14:08:09-04:00","2022-10-04","2022-10-04 18:08:09 UTC","Eastern Time (US & Canada)",631781,"devoncummings","Devon Cummings","2022-10-04 22:53:23 UTC","2022-10-11 12:57:52 UTC","research","","https://www.inaturalist.org/observations/137578198","https://static.inaturalist.org/photos/234995017/medium.jpg","","","false","Acadia National Park, Birch Harbor, ME, US",44.3386616667,-68.0454778333,12,NA,NA,NA,12,"","","false","","","rugosa rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
137743286,"Thu Oct 06 2022 09:55:10 GMT -0400 (EDT)","2022-10-06","2022-10-06 13:55:10 UTC","Eastern Time (US & Canada)",489021,"sherylnaturewriter1","","2022-10-06 13:55:36 UTC","2022-10-12 19:55:09 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/137743286","https://inaturalist-open-data.s3.amazonaws.com/photos/236789117/medium.jpeg","","","false","Acadia National Park, Hancock County, US-ME, US",44.3652038574,-68.0765533447,32,NA,NA,NA,32,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
137885908,"2022/10/07 9:48 AM","2022-10-07","2022-10-07 13:48:00 UTC","Eastern Time (US & Canada)",167833,"agave6_tomwalker","Tom Walker","2022-10-07 18:22:23 UTC","2023-09-25 20:49:25 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/137885908","https://inaturalist-open-data.s3.amazonaws.com/photos/235571923/medium.jpeg","","","false","Bar Harbor, ME, USA",44.3774627728,-68.2521702395,2,NA,NA,NA,2,"","","false","","","Alsike clover","Trifolium hybridum","Alsike clover","Plantae",61824,"Fabaceae","Trifolium","Trifolium hybridum","invasive/pest/disease"
138594850,"2022-10-12 10:26:49-04:00","2022-10-12","2022-10-12 14:26:49 UTC","Eastern Time (US & Canada)",4309599,"cateheroman","","2022-10-13 09:57:42 UTC","2022-10-13 09:57:54 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/138594850","https://inaturalist-open-data.s3.amazonaws.com/photos/236918708/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.36227,-68.2081,4,NA,NA,NA,4,"","open","false","","","","Populus alba","white poplar","Plantae",47570,"Salicaceae","Populus","Populus alba","invasive/pest/disease"
138672907,"2022-07-26 18:37:03-04:00","2022-07-26","2022-07-26 22:37:03 UTC","Eastern Time (US & Canada)",1880913,"justin_wentworth","","2022-10-14 01:13:48 UTC","2022-10-27 06:26:04 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/138672907","https://inaturalist-open-data.s3.amazonaws.com/photos/237064639/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.3208783333,-68.188705,7,NA,NA,NA,7,"","","false","","","bittersweet nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
139004331,"2017/08/11 10:02 AM","2017-08-11","2017-08-11 14:02:00 UTC","Eastern Time (US & Canada)",220315,"djm","D.J. McNeil","2022-10-16 18:07:49 UTC","2022-10-16 21:00:08 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139004331","https://inaturalist-open-data.s3.amazonaws.com/photos/237664420/medium.jpeg","","","false","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3387083333,-68.0528722222,5,NA,NA,NA,5,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
139004332,"2017/08/11 10:03 AM","2017-08-11","2017-08-11 14:03:00 UTC","Eastern Time (US & Canada)",220315,"djm","D.J. McNeil","2022-10-16 18:07:49 UTC","2022-10-16 20:58:33 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139004332","https://inaturalist-open-data.s3.amazonaws.com/photos/237664448/medium.jpeg","","","false","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3387111111,-68.0523916667,5,NA,NA,NA,5,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
139194774,"2022/10/17 5:01 PM","2022-10-17","2022-10-17 21:01:00 UTC","Eastern Time (US & Canada)",5376590,"robertajames","Robert A James","2022-10-18 03:41:18 UTC","2022-10-18 03:42:10 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139194774","https://inaturalist-open-data.s3.amazonaws.com/photos/238033134/medium.jpeg","","","false","Bar Harbor, ME, USA",44.3291722222,-68.1803666667,3,NA,NA,NA,3,"","","false","","","rugosa rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
139249205,"2022-10-12 11:40:39-04:00","2022-10-12","2022-10-12 15:40:39 UTC","Eastern Time (US & Canada)",5324414,"oliverdabomb","Oliver Mexas","2022-10-18 18:01:02 UTC","2023-02-11 04:08:41 UTC","research","","https://www.inaturalist.org/observations/139249205","https://static.inaturalist.org/photos/241992860/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.4090783333,-68.25377,6,NA,NA,NA,6,"","","false","","","Broad-leafed Helleborine","Epipactis helleborine","Broad-leaved helleborine","Plantae",50717,"Orchidaceae","Epipactis","Epipactis helleborine","invasive/pest/disease"
139482160,"2022-10-20 15:43:08","2022-10-20","2022-10-20 19:43:08 UTC","Eastern Time (US & Canada)",4465482,"wanderingeden","","2022-10-21 00:50:10 UTC","2022-10-21 05:27:17 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139482160","https://inaturalist-open-data.s3.amazonaws.com/photos/238575099/medium.jpeg","","","false","Winter Harbor, ME 04693, USA",44.338394,-68.0455199722,NA,NA,NA,NA,NA,"","","false","gps","gps","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
139532238,"2022-10-21 09:28:25-04:00","2022-10-21","2022-10-21 13:28:25 UTC","Eastern Time (US & Canada)",4535296,"crabbyjess","","2022-10-21 15:49:11 UTC","2022-10-24 02:15:36 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/139532238","https://inaturalist-open-data.s3.amazonaws.com/photos/238671161/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.36297,-68.209005,4,NA,NA,NA,4,"","open","false","","","","Lupinus polyphyllus","Large-leaved lupine","Plantae",59549,"Fabaceae","Lupinus","Lupinus polyphyllus","invasive/pest/disease"
139569624,"2022-10-21 09:45:13-04:00","2022-10-21","2022-10-21 13:45:13 UTC","Eastern Time (US & Canada)",255732,"nfisichelli","","2022-10-21 22:25:50 UTC","2022-10-24 11:22:44 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139569624","https://inaturalist-open-data.s3.amazonaws.com/photos/238743018/medium.jpg","","","false","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3629825159,-68.2090647341,244,NA,NA,NA,244,"","","false","","","bittersweet nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
139572455,"2022/10/21 10:23 AM","2022-10-21","2022-10-21 14:23:00 UTC","Eastern Time (US & Canada)",256926,"cvschmitt","Catherine Schmitt","2022-10-21 22:56:43 UTC","2022-10-25 17:52:25 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139572455","https://inaturalist-open-data.s3.amazonaws.com/photos/238744832/medium.jpg","","","false","Jesup Path, Bar Harbor, ME 04609, USA",44.3697533,-68.2119138,302,NA,NA,NA,302,"","open","false","","","alder buckthorn","Frangula alnus","glossy buckthorn","Plantae",55972,"Rhamnaceae","Frangula","Frangula alnus","invasive/pest/disease"
139578053,"2022-10-21 11:53:58-04:00","2022-10-21","2022-10-21 15:53:58 UTC","Eastern Time (US & Canada)",255732,"nfisichelli","","2022-10-22 00:09:25 UTC","2022-10-25 16:04:40 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139578053","https://inaturalist-open-data.s3.amazonaws.com/photos/238758943/medium.jpg","","","false","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3629833333,-68.20845,71,NA,NA,NA,71,"","open","false","","","alder buckthorn","Frangula alnus","glossy buckthorn","Plantae",55972,"Rhamnaceae","Frangula","Frangula alnus","invasive/pest/disease"
139691613,"2022/08/16 4:17 PM","2022-08-16","2022-08-16 20:17:00 UTC","Eastern Time (US & Canada)",1176158,"rauvbbj","","2022-10-23 00:05:28 UTC","2022-10-23 15:15:42 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139691613","https://inaturalist-open-data.s3.amazonaws.com/photos/238973758/medium.jpeg","","","false","Southwest Harbor, ME, USA",44.2290366667,-68.31247,NA,NA,NA,NA,NA,"","","false","","","rugosa rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
139716537,"2022-08-10 14:03:29-04:00","2022-08-10","2022-08-10 18:03:29 UTC","Eastern Time (US & Canada)",1641168,"townscapes","Townscapes","2022-10-23 06:08:10 UTC","2022-10-23 15:09:14 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139716537","https://inaturalist-open-data.s3.amazonaws.com/photos/239024209/medium.jpg","","","false","Mount Desert Island, Southwest Harbor, ME, US",44.2287095734,-68.3121072866,382,NA,NA,NA,382,"","","false","","","rugosa rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
139768116,"Sun Oct 23 2022 13:10:14 GMT -0400 (EDT)","2022-10-23","2022-10-23 17:10:14 UTC","Eastern Time (US & Canada)",5903444,"kkestrel","","2022-10-23 17:10:47 UTC","2022-10-23 23:14:30 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139768116","https://inaturalist-open-data.s3.amazonaws.com/photos/239143378/medium.jpeg","","","false","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3005981445,-68.3170700073,411,NA,NA,NA,411,"","","false","","","bittersweet nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
139927580,"2022/10/24 12:19 PM","2022-10-24","2022-10-24 16:19:00 UTC","Eastern Time (US & Canada)",4929969,"presto84","Rob Keeney","2022-10-25 01:54:09 UTC","2022-10-25 11:32:00 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/139927580","https://inaturalist-open-data.s3.amazonaws.com/photos/239430687/medium.jpg","","","false","Sand Beach, Acadia National Park, Bar Harbor, ME, USA",44.3291522904,-68.1827187542,184,NA,NA,NA,184,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
141116522,"2022/10/12 4:06 AM","2022-10-12","2022-10-12 08:06:00 UTC","Eastern Time (US & Canada)",288282,"restringham","Rachel Stringham","2022-11-05 01:05:41 UTC","2023-11-22 12:38:27 UTC","research","CC-BY","https://www.inaturalist.org/observations/141116522","https://inaturalist-open-data.s3.amazonaws.com/photos/241674228/medium.jpeg","","","false","Bar Harbor, ME, USA",44.3207666667,-68.1887166667,NA,NA,NA,NA,NA,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
141117837,"2022/10/12 4:41 AM","2022-10-12","2022-10-12 08:41:00 UTC","Eastern Time (US & Canada)",288282,"restringham","Rachel Stringham","2022-11-05 01:24:30 UTC","2022-11-23 14:29:40 UTC","research","CC-BY","https://www.inaturalist.org/observations/141117837","https://inaturalist-open-data.s3.amazonaws.com/photos/241676314/medium.jpeg","","","false","Bar Harbor, ME, USA",44.3109183333,-68.189145,NA,NA,NA,NA,NA,"","","false","","","rugosa rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
141401802,"2008/06/19 5:46 PM","2008-06-19","2008-06-19 21:46:00 UTC","Eastern Time (US & Canada)",5953801,"dolfindave","Dave","2022-11-07 21:13:12 UTC","2022-11-08 04:56:54 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/141401802","https://inaturalist-open-data.s3.amazonaws.com/photos/242236819/medium.jpg","","","false","Bar Harbor, ME, USA",44.3291959843,-68.184014593,2,NA,NA,NA,2,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
141496482,"2021-07-13 08:54:57-04:00","2021-07-13","2021-07-13 12:54:57 UTC","Eastern Time (US & Canada)",3306204,"joynerkids","","2022-11-09 00:09:37 UTC","2023-11-22 12:38:29 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/141496482","https://inaturalist-open-data.s3.amazonaws.com/photos/242423016/medium.jpg","","","false","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2219869118,-68.3373697638,9,NA,NA,NA,9,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
141833857,"2022-11-12 14:47:51-05:00","2022-11-12","2022-11-12 19:47:51 UTC","Eastern Time (US & Canada)",1977429,"whutchins","","2022-11-12 23:42:01 UTC","2022-11-14 20:53:18 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/141833857","https://inaturalist-open-data.s3.amazonaws.com/photos/243067554/medium.jpg","","","false","Acadia National Park, Mount Desert, ME, US",44.319425,-68.316995,5,NA,NA,NA,5,"","","false","","","Ljung","Calluna vulgaris","common heather","Plantae",119450,"Ericaceae","Calluna","Calluna vulgaris","invasive/pest/disease"
141941260,"2022-06-30 16:26:09-04:00","2022-06-30","2022-06-30 20:26:09 UTC","Eastern Time (US & Canada)",1154196,"raneedunc","","2022-11-13 23:52:14 UTC","2022-11-14 01:34:49 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/141941260","https://inaturalist-open-data.s3.amazonaws.com/photos/243269490/medium.jpg","","","false","Acadia National Park, Birch Harbor, ME, US",44.3372033333,-68.0616611667,4,NA,NA,NA,4,"","","false","","","bird's-foot trefoil","Lotus corniculatus","bird's-foot trefoil","Plantae",47435,"Fabaceae","Lotus","Lotus corniculatus","invasive/pest/disease"
142642773,"2022/09/17 2:46 PM","2022-09-17","2022-09-17 18:46:00 UTC","Eastern Time (US & Canada)",147168,"eric_keith","Eric Keith","2022-11-23 02:04:54 UTC","2022-11-23 02:09:02 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/142642773","https://inaturalist-open-data.s3.amazonaws.com/photos/244589378/medium.jpg","","","false","Bar Harbor, ME, USA",44.3296691944,-68.1842962778,NA,NA,NA,NA,NA,"","","false","","","Bifid Hemp-nettle","Galeopsis bifida","Bifid Hemp-nettle","Plantae",55967,"Lamiaceae","Galeopsis","Galeopsis bifida","invasive/pest/disease"
142644226,"2022/09/17 3:36 PM","2022-09-17","2022-09-17 19:36:00 UTC","Eastern Time (US & Canada)",147168,"eric_keith","Eric Keith","2022-11-23 02:18:41 UTC","2022-11-28 21:17:30 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/142644226","https://inaturalist-open-data.s3.amazonaws.com/photos/244591659/medium.jpg","","","false","Bar Harbor, ME, USA",44.3077619,-68.1931734,NA,NA,NA,NA,NA,"","open","false","","","alder buckthorn","Frangula alnus","glossy buckthorn","Plantae",55972,"Rhamnaceae","Frangula","Frangula alnus","invasive/pest/disease"
142838465,"2022-10-06 17:50:55-04:00","2022-10-06","2022-10-06 21:50:55 UTC","Eastern Time (US & Canada)",6342408,"laluneviolet","","2022-11-25 18:31:41 UTC","2022-11-26 02:01:45 UTC","research","","https://www.inaturalist.org/observations/142838465","https://static.inaturalist.org/photos/244955824/medium.jpg","","","false","Acadia National Park, Bar Harbor, ME, US",44.3263283333,-68.1863333333,24,NA,NA,NA,24,"","","false","","","purple crownvetch","Securigera varia","purple crownvetch","Plantae",127186,"Fabaceae","Securigera","Securigera varia","invasive/pest/disease"
144799351,"2021/07/26 6:40 PM","2021-07-26","2021-07-26 22:40:00 UTC","Eastern Time (US & Canada)",690732,"wghembree","Will Hembree","2022-12-21 17:15:31 UTC","2022-12-22 15:12:07 UTC","research","","https://www.inaturalist.org/observations/144799351","https://static.inaturalist.org/photos/248601491/medium.jpg","","","false","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.36945,-68.2055972222,NA,NA,NA,NA,NA,"","open","false","","","Large-leaved lupine","Lupinus polyphyllus","Large-leaved lupine","Plantae",59549,"Fabaceae","Lupinus","Lupinus polyphyllus","invasive/pest/disease"
144799363,"2021/07/27 2:39 PM","2021-07-27","2021-07-27 18:39:00 UTC","Eastern Time (US & Canada)",690732,"wghembree","Will Hembree","2022-12-21 17:15:34 UTC","2022-12-22 15:12:56 UTC","research","","https://www.inaturalist.org/observations/144799363","https://static.inaturalist.org/photos/248601609/medium.jpg","","","false","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.2287138889,-68.3108805556,NA,NA,NA,NA,NA,"","","false","","","cardo cundidor","Cirsium arvense","creeping thistle","Plantae",60132,"Asteraceae","Cirsium","Cirsium arvense","invasive/pest/disease"
144947986,"2022-11-24 10:45:42-05:00","2022-11-24","2022-11-24 15:45:42 UTC","Eastern Time (US & Canada)",3574948,"njbannon","","2022-12-23 22:43:53 UTC","2022-12-28 20:03:08 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/144947986","https://inaturalist-open-data.s3.amazonaws.com/photos/248892046/medium.jpg","","","false","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.319225,-68.1895966667,4,NA,NA,NA,4,"","","false","","","bittersweet nightshade","Solanum dulcamara","bittersweet nightshade","Plantae",55620,"Solanaceae","Solanum","Solanum dulcamara","invasive/pest/disease"
145011325,"2022/07/22 12:07 PM","2022-07-22","2022-07-22 16:07:00 UTC","Eastern Time (US & Canada)",656345,"wilson_searles","","2022-12-24 22:44:17 UTC","2023-12-20 16:23:21 UTC","needs_id","","https://www.inaturalist.org/observations/145011325","https://static.inaturalist.org/photos/249012782/medium.jpg","","","false","Southwest Harbor, ME, USA",44.2408345509,-68.3053981737,15,NA,NA,NA,15,"","","false","","","Celastrus orbiculatus","Celastrus orbiculatus","Oriental bittersweet","Plantae",64540,"Celastraceae","Celastrus","Celastrus orbiculatus","invasive/pest/disease"
145061977,"2022/07/21 11:18 AM","2022-07-21","2022-07-21 15:18:00 UTC","Eastern Time (US & Canada)",656345,"wilson_searles","","2022-12-25 20:01:57 UTC","2022-12-27 04:42:44 UTC","needs_id","","https://www.inaturalist.org/observations/145061977","https://static.inaturalist.org/photos/249034884/medium.jpg","","","false","Mt Desert, ME, USA",44.3341428426,-68.2516442069,61,NA,NA,NA,61,"","","false","","","Red Sand Spurrey","Spergularia rubra","Red Sand Spurrey","Plantae",55730,"Caryophyllaceae","Spergularia","Spergularia rubra","invasive/pest/disease"
145706151,"2022/08/19 12:26 PM","2022-08-19","2022-08-19 16:26:00 UTC","Eastern Time (US & Canada)",150490,"kenttrulsson","","2023-01-02 23:29:35 UTC","2023-01-03 06:06:52 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/145706151","https://inaturalist-open-data.s3.amazonaws.com/photos/250333104/medium.jpg","","","false","Winter Harbor, ME, USA",44.33295,-68.0617305556,NA,NA,NA,NA,NA,"","","false","","","Kartoffel-Rose","Rosa rugosa","rugosa rose","Plantae",83653,"Rosaceae","Rosa","Rosa rugosa","invasive/pest/disease"
